artist_hottest_name,artist_hottest_id,artist_hottest_hotttnesss
Eric Clapton,ARLAUED1187B9ACEAF,0.661966
Newcleus,AR4J4EW1187B9AB9EF,0.501172
Molecule,AR59C9R1187B9A00F5,0.494932
Calvin Harris,ARJRB241187FB556A3,0.90029
St??phane Pompougnac,ARKTSTP1187FB51C66,0.523307
Juan Magan,AR912GD1187B9B9B0F,0.788625
Parov Stelar,ARA5J2G1187B99C41E,0.70365
DJ Antention,AROHXSK1257509E590,0.504696
Front 242,ARR8JMF1187B98FC72,0.546096
Jason Lescalleet,ARAUS5J1187FB48E25,0.418324
Tiga,ARLEWK51187B9B4B5F,0.61001
The Shoes,AR53AA41187B99D309,0.557369
Moby,ARPT0RR1187FB527E1,0.714647
ISAN,ARK5VXJ1187B99FC67,0.522229
Storm the Sky,ARLPDQC135373F9840,0.504601
Cash Cash,ARKWARK122BCFCA877,0.672234
Egotronic,AR9E8111187B9A688D,0.530338
Brand New,ARE602H1187FB3B8F8,0.6037
Sunny Day Real Estate,AR8RC0V1187FB390D9,0.567374
???????????€,ARV7EDK11C8A42BFB7,0.377737
Melina Aslanidou,ARKQZHZ13A4B400040,0.546376
Nature Sounds,ARQZPMH12D4DEAF1AF,0.632812
Thomas Bergersen,ARNDQFP12CAE5159F8,0.583624
Ott Lepland,ARZCBQH133B3F13939,0.628671
Bella Lune,ARLNATF122ECCBE236,0.468675
Dead Can Dance,ARF8ZJW1187B98C949,0.597662
St. Vincent,AR0JBXL1187FB52810,0.61819
Mulatu Astatke,ARJBAZC11F50C480ED,0.551369
Marko Polo,AR2JGD21187B98FD1D,0.461596
Scooter,AR4HL8H1187FB493DD,0.717226
Kylie Minogue,AR8V1X71187B9B919B,0.778617
beNUTS,ARCW45X1187B98C677,0.49749
Valentina Monetta,ARVKFWA136E5711121,0.503668
Yma Sumac,ARDDQFZ1271F574470,0.544628
Swans,AR6IHPG1187FB55C49,0.592001
Alexxi,ARADBSI1324E914373,0.471911
Barn Owl,ARZPUAF12086C12B71,0.507231
Sonic Youth,AR3GAWW1187B9AD462,0.605837
Mariza,ARR30921187FB36C2D,0.726868
DJ Top Gun,ARQMJOR137E74B067D,0.483908
Illuminata,ARRKBGD12B3B353EF0,0.496322
Stanley Samuelsen,ARGUE3N1187B996AA6,0.423801
Cigar,ARHBPPY1187B98ABD8,0.505668
Mightyfools,AREBPMO1241B9C47D4,0.572023
Shreya Ghoshal,ARFOKIY11F50C4C27E,0.760203
Breakbot,AR5OKXL11C8A415C78,0.668154
Zomboy,ARZGBOU131FEA9FF8D,0.572679
Don Ross,ARQH9NL1187FB530EC,0.526145
Rattus,ARV99SV1187B9B1625,0.511471
Huge L,ARIAKUL123E29C125C,0.538995
Sister Flo,ARXBE3O1187B9A9A85,0.487805
Ricky-Tick Big Band,ARLSLFC133858352F2,0.48103
Before the Dawn,ARP4QZ41187B99770C,0.531777
Suvi Ter??sniska,ARELYZK12086C1254D,0.629543
Camar??n de la Isla,ARYCBXF1187FB5CB9C,0.55159
Rite Hook,ARZJJZY1242077EB07,0.479122
Bob Dylan,AR5FP401187FB523C9,0.777312
Sarah McLachlan,ARKGMWY1187FB48338,0.701801
Korpiklaani,ARSZX2G1187B98FCCF,0.60492
Against Me!,ARDUFS01187FB4CF5E,0.585953
Bob Dylan,AR5FP401187FB523C9,0.777312
James Taylor,ARSF0K11187B9AF319,0.721306
North Sea Radio Orchestra,ARTQK731187FB44DCE,0.510312
Jorge Cafrune,AR1EYRJ1187FB50BE3,0.498267
Benny Andersson,ARLACHM1187FB5C279,0.489587
DJ Rashad,AREPOUG11F4C83D36C,0.554367
Geraldo Azevedo,ARAUIB21187B994EB5,0.569501
Brian Eno,ART4EPR1187FB38772,0.62981
Phosphorescent,ARL9MID1187B9ABA14,0.62613
The Easybeats,ARXBCH91187B996EF6,0.545996
Anthony Braxton,AR3I5C81187B9AD1F9,0.479739
Anthony Braxton,AR3I5C81187B9AD1F9,0.479739
Stevie B,ARSOYIA11F4C842DA4,0.518362
Gabriel Yacoub,ARGFJZI1187B9B5AF1,0.433512
Tom Poisson,ARS4IYF1187FB53FE0,0.485047
Youssoupha,ARL4F9C1187FB46639,0.67991
Imany,ARJATFR130708ED2D0,0.788702
Debbie Davis,AR0GZQD119B8668D66,0.494647
Shy'm,ARNWPN01187FB49FBD,0.641618
Les Sales Majest??s,ARSGI7N1187B9B907C,0.484158
Danakil,AR67DD21187FB53676,0.582057
Louise Attaque,ARV0VRA1187FB5C825,0.558624
Psilocybe Project,ARROBQY122BCFCCF87,0.494909
Ahab,ARR4HK51187FB4B7DD,0.538485
Rufus,ARRVS341187FB4C1C6,0.706237
Mc Carol,ARKOJKY136AD6DF2FC,0.52085
Faith No More,AR0AJG11187FB51EFC,0.725686
Sly & The Family Stone,ARDJZ181187B9B7FBF,0.691161
BadboE,ARIJTXK11F4C83CDCC,0.469536
Metasonica,AR6T8TD1187FB4338B,0.378863
SBTRKT,AROMQSM12AA0D8E02B,0.694289
Assemblage 23,AR8YYNB1187B9A4BB3,0.529802
Ice Cube,AROSI8L1187B9ACD43,0.728178
Angerfist,ARIKTVC1187B99D694,0.573603
Ataque Escampe,ARKUSSQ119B8668D2A,0.477809
PrototypeRaptor,ARR19BL11C8A415C6F,0.501531
Idjah Hadidjah,ARMOVH21187B9B81F6,0.361897
Dr. Dre,ARZER7I1187FB385AF,0.750003
Teenanger,ARWTJQN1187FB5665C,0.506629
White Lung,ARIDXVS1242077EC8C,0.529149
Scott H. Biram,ARZ8SNF1187FB39BBE,0.55606
The White Stripes,AR8V1WA1187B9AD9E9,0.698005
Olympic Ayres,AREZJAL13825745777,0.571821
Guided by Voices,ARI28971187FB57288,0.586329
The Bedlam Bards,AR9EEXH1187B99E009,0.482126
Paul and Storm,ARMIRE01187B998507,0.457162
Among The Thirsty,ARNVVSX11E8F5BFD76,0.496668
Sido,ARW1D6G1187FB490CD,0.793907
Kettcar,AR694KF1187B9AEB90,0.566748
Primal Fear,AROLEZ71187B9AE552,0.584715
Toxpack,AR59VS71187FB557A8,0.500624
Silbermond,ARJU3AJ1187FB461DC,0.789188
Glasperlenspiel,ARUJFDO132698ABCC0,0.77902
WIZO,ARVHOJ81187FB36F03,0.527212
Uwe Kr??ger,ARHE9L31187FB5B470,0.484032
Pan-Pot,ARHU8D91187FB371C4,0.595431
DJ Deeon,ARIL9H31187B9893FF,0.519892
Sqz Me,ARMTVWY13687E7208A,0.490675
The Goodies,ARPESZD1187B9AC7FB,0.466104
M??tley Cr??e,AREGV3K1187B9AF614,0.65789
David Bowie,ARJA1841187FB3A029,0.814477
Autechre,AR4GKTH1187FB4C8DE,0.569983
Automotive,ARSHKTR11F4C84393D,0.480626
OPIUO,ARLCECB1272BA77CF2,0.624062
Aero 21,ARCSTBM13568A192A4,0.431576
Agneton,ARDZOVC122E6447FB9,0.488602
Cattle Decapitation,AR3EZNY1187B9B7CED,0.560178
Fred Hammond,ARONADA1187FB42E13,0.577526
The Zion Travelers,AR5R6TS1187FB39455,0.401689
Jermaine Edwards,ARAXPKJ1269FB3450F,0.466892
Icon For Hire,ARQSRIH11EBCD7B699,0.570282
Those Poor Bastards,AR2GKQO1187FB5451B,0.520358
Inside You,ARZZPYB123E29C20D6,0.452813
Within Temptation,ARJ97ZM1187B9AD147,0.638805
Also,ARWF9G01187FB3C749,0.509838
Bauhaus,ARKIQCZ1187B9A7C7C,0.560084
Delain,AR0ZOAL1187B99F053,0.583745
Grimes,ARJUURB12AF7D91356,0.765261
Stavento,ARFJXND1187B993890,0.56795
Dousk,ARZ6R5V1187B98F1C8,0.51556
Monsieur Minimal,ARVIYEH11F4C843541,0.494369
Antropomorphia,ARNOYTM12086C11112,0.490732
Lethal Bizzle,ARKIOF41187B9B1944,0.679967
Napalm Death,AR0JZZ01187B9B2C99,0.560625
Blood Mortized,ARYTHRT135592022EF,0.50566
Lamb of God,ARVJR1N1187FB4144A,0.724114
Stone Temple Pilots,ARTAFV91187B9BA17C,0.759542
July For Kings,ARF5DG31187B9896AD,0.516086
Los Huracanes del Norte,ARG06F81187FB35EE2,0.681336
David Hooper,AR1VQXW11C8A415711,0.422528
Django Reinhardt,ARCA4IN1187B9B338B,0.617678
DJ Gollum,AR9X3WO1187FB3EA36,0.590599
DJ Isaac,AR41O131187FB51448,0.504931
Emphatic,AR9LBVI1187B9AE540,0.538891
Sonny Rollins,AR6Q4T91187B995616,0.577764
Wildstreet,ARXARAK12AF7D98860,0.498282
Andy Whitby,ARQK5LD1187B9B87DA,0.474679
Def Leppard,ARR3GSP1187B9AD4C4,0.740028
Ponamero Sundown,ARWCGYP122E6447E11,0.447674
Organ Donors,ARNLHY61187FB3A0C0,0.51906
Blood for Blood,ARNUDX41187FB3DBE0,0.563271
UFO Project,AREKIJB1309DFD2600,0.451255
Redman,ARXWAQQ1187B9AE954,0.680441
Bad Brains,AR7Y6JX1187FB4D9B3,0.591089
Altern 8,AROHCC71187FB3F939,0.504462
Headhunterz,AR3LEYJ1187FB5B685,0.614451
Charlie Musselwhite,ARC23S41187B9A920E,0.500118
Marcel Tournier,AR5FYK21187B9B361D,0.40796
Skrewdriver,ARLIKYQ1187FB3DD96,0.527615
The Haxan Cloak,ARSBBRD131DD4BD6F3,0.556545
Keali'i Reichel,ARR9RE51187B98E899,0.51149
Steven Halpern,AROC6N61187FB40B14,0.500487
Cold Harbour,ARRJXNC122988F8555,0.49174
Alice Cooper,AR1ABAO1187FB531E1,0.67473
Tunes of Dawn,ARAGWRU122BCFC937C,0.476386
Donna Summer,ARVU2XO1187B9893DB,0.633971
E.T. Mensah,ARZBZWK1187B997CFB,0.479029
Pandit Jasraj,AR7946G1187B9A4100,0.492245
The Notorious B.I.G.,ARSZ6MA1187FB43D29,0.768982
Koriass,ARGPRXU1269FB34ED9,0.48345
Dealema,ARSOICO1187B9AB88B,0.487725
Technotronic,AR3YCSH1187FB3CEDC,0.560722
Missy Elliott,ARXFB7K1187B9B1E54,0.781241
Sarkodie,ARPWUZE12D5CD750BB,0.542014
F??nf Freunde,AR6UFZX1187B9A7CDF,0.512903
Zac Efron,ARAQK981187FB3E231,0.594519
Merle Haggard,AR470HW1187FB3B8DF,0.595211
Misfits,ARA1UU51187FB5A70B,0.617323
Marz,AR6JVPO1187B9A6149,0.504095
Calvin Harris,ARJRB241187FB556A3,0.90029
Punnany Massif,ARCCXAI12C5BBEAC59,0.521104
R??zsa Magdolna,AR0CFT71187FB5CFD4,0.595181
??kos,ARUDBB61187B9AEA91,0.661047
Prince Royce,ARASIMV1257509D792,0.811735
E-40,ART39ZB1187B9B1E3A,0.671357
Agent Fresco,ARAYXEM130D2653D9E,0.597673
Danny Gokey,ARXMJMO11FED0C4415,0.558376
DJ Spooky,ARSORZD1187FB3877A,0.547301
M.S. Subbulakshmi,ARQPCLH1187FB38B5E,0.541272
Shreya Ghoshal,ARFOKIY11F50C4C27E,0.760203
Thermal and a Quarter,ARONVEF1187B9AAF70,0.506543
Sufjan Stevens,AR7OA5G1187B98D3A0,0.711685
Sad Souls,ARGWLLA13544FB4F3A,0.499371
Harriet the Spy,ARK6P1N1187B99383A,0.426946
Kerith Ravine,AR4VNSQ1187B999ADB,0.355281
Iron & Wine,AR4XX0N1187FB45C21,0.661957
Harper Lee,ARWGS3L1187FB44932,0.584856
Arcade Fire,ARFC93D1187FB49D2E,0.714218
The States,ARCTEZO1241B9C8E42,0.512243
Holy Esque,ARZCXTF13DC061C58B,0.491472
Elvis Depressedly,AREGFLN13559201F08,0.550462
The Weeknd,ARYUDWF12F2B89BB33,0.895959
Interpol,ARNBMT71187B993523,0.721446
Clams,AROIP3T1187B9B0F0B,0.519449
Frida Sundemo,ARGDTSX1269FCCED05,0.521966
The XX,ARNDRBI122BCFCC2E3,0.752139
Stars and Rabbit,ARPDEOM138F8A0AE84,0.51977
peterpan,ARXP52G1187B9B53C3,0.562628
Danny Everett,ARKTVAB119B3403A27,0.434181
Cabaret Voltaire,ARVILQ41187FB3B1D8,0.555692
Marilyn Manson,ARC4K2E1187B9B6FDA,0.665397
Killing Joke,ARKSKF21187B9B7064,0.652745
This Patch of Sky,ARQTIUE12E9676D096,0.486642
Aphex Twin,ARYPTWE1187FB49D64,0.61059
L??nasa,AR688CI1187B993BE2,0.54264
DAITHI,ARXAXHO13E6642C14A,0.595903
The Coronas,ARM68A9119B86687EB,0.626961
Matti Louhivuori,AREM1NL1187FB43234,0.423924
Sheikh Saad Al Ghamdi,ARTDEZF131B9F2079C,0.422089
?????? ??????????,ARCRUOG1187B9A23A8,0.483932
Savage,ARIJDGV1187FB51092,0.670981
Canzoniere Grecanico Salentino,AR5YODZ1187B996179,0.475643
Fabri Fibra,AREUMQS1187FB3AC8F,0.570705
Marta sui tubi,ARSRNV41187FB5150E,0.530968
Stefano Bollani,ARPBICT1187FB410C3,0.525837
Tiziano Ferro,ARXF40D1187B9A3FB3,0.74441
Loredana Errore,ARMCBFE12509416C9B,0.515278
Alphataurus,ARZLAE61187B9B86E2,0.511667
Nerorgasmo,ARIHNJ11187B99806C,0.517215
DJ Sanny J,ARFXBHG122BCFCBBEA,0.548035
?????????????????????,ARRCWDK12086C15241,0.676499
Akira Kosemura,ARXW5TC1187FB5A6CA,0.55971
DJ Technorch,AR8R4PD1187FB437BA,0.523912
??????????????????,ARGC7371187FB3C18A,0.568124
AKB48,ARNUUVP1187FB3D618,0.754832
??????????????????????????????,ARFSIHC135592009F2,0.515641
the GazettE,AREKHZL1187FB45E77,0.729903
??????,ARUR0AL1187B9A72C5,0.661921
Over Arm Throw,ARVROOM1269FCD48DF,0.50306
SPYAIR,ARJECUK12A57A06BB2,0.711532
Akiakane,ARKLNGO1187FB5BB4B,0.516286
KREVA,ARCTUJF1187B9A4042,0.670919
?????????????????????,ARRCWDK12086C15241,0.676499
????????????,ARXG05L1187B9B770A,0.536621
Grateful Dead,AREGX5K1187B9B6C9E,0.6632
Big Star,ARSX6IX1187B9B640C,0.555744
Brookville,ARHVCYW1187B995EDC,0.496182
DJ Kawasaki,ARP8MND1187B9A5397,0.505777
Boris,AR264J61187B98C8BB,0.501064
Crystal Kay,AR5NBPV1187FB485A0,0.698413
??????????????????????????????,ARY32PW1187B9B620C,0.687724
Satomi Saeki,ARYEWPQ124207830A1,0.496522
Masonna,ARYV2UE1187B9AF02C,0.525989
Miles Davis,AR7RTGF1187FB38793,0.697302
Mark Egan,AR2ROVO1187FB4D2D6,0.500615
Ray Charles,AR20CFC1187B98A25D,0.713238
J.J. Johnson,ARE7JKW1187FB4A7CA,0.490457
Frank Sinatra,ARTASUV1187B9A2B67,0.745919
Herbie Hancock,AR5KAA01187FB5AEB7,0.634031
Pat Metheny,AR1CD5Z1187B98F2C2,0.56684
Animals as Leaders,ARPIJUN122989000B4,0.578901
Brussels Jazz Orchestra,ARAXREL122988F158B,0.461606
Red Garland Trio,AREZ03W1187B98FFF5,0.493598
Kid Ink,ARFJXBN12F0DAC3E88,0.691981
Willie Clancy,ARXZP9T1187FB4565D,0.46968
Neshama Carlebach,ARHA0XD1187B9A3633,0.483447
Cannon's Jug Stompers,AREE69X1187FB438D6,0.498287
Ice Cube,AROSI8L1187B9ACD43,0.728178
Ruth Brown,ARP78AT1187B9B5350,0.575228
Drumsound and Bassline Smith,ARATITD14162917ADE,0.506233
Mark With a K,ARJDAOS13385834F08,0.593915
Andy C,AR6XNPM1187B98AE5E,0.559787
??????,ARXHSWJ11E2835D731,0.762207
10cm,ARYEWVE12BEF24FA69,0.622886
f(x),AROBEGP12406A89D26,0.76599
?????????,ARBKFXR1187B9A1E14,0.457006
Volker Pispers,AR1T6FN1187FB3D424,0.496959
De R??uber,AR5BMCY1187FB3E976,0.459241
Cowboy Indian Bear,ARFNYOX129CDBEF5E1,0.460294
Detlev J??cker,AROTHYA1187B98FB40,0.509146
Girish,ARYP1181187B9A0B9F,0.636157
The Phoenix Foundation,AR2U3RE1187B98DF64,0.518743
Anselmo Ralph,ARCOIYN11F4C84896A,0.6821
Klapa Cambi,ARGTTY81187B9A8682,0.466948
The Klezmer Conservatory Band,AROXZL91187FB40560,0.479206
Carimi,AR308F21187B9A1D5D,0.522022
Can,AR94EZ61187B990729,0.554921
DJ Vielo,ARZVHBF1269FCD68AD,0.447764
Grup Seyran,ARKLRYA1241B9C5BB0,0.492439
Tkzee,AR8GIKC1187B9993EA,0.484717
Night Terrors of 1927,ARKZGXU13B864F23BD,0.527508
Moondog,ARI6JU71187FB3B80F,0.546075
Nikos Vertis,ARMEJEY1269FCD578C,0.650141
Ricky Martin,AR2FSX31187B98E3EF,0.802618
Babas??nicos,ARZF3GM1187B9B952F,0.602203
Marco Barrientos,ARYKS881187B9B3643,0.591852
Alejandro Fern??ndez,ARUXOWB1187FB3F562,0.639534
Sr Mandril,ARIGVCS11F50C4F711,0.421672
Daddy Yankee,ARBNXYA1187FB51C50,0.807913
Paquito D'Rivera,ARRXZQF1187B99F174,0.562328
Rata Blanca,ARJCSVV1187B9B8526,0.588524
Alejandro Sanz,ARQATCR1187FB4D3E6,0.786724
Pr??ta v??tra,ARU3RBC1187FB50820,0.672464
David Tolk,ARTU5NO1187FB48D0B,0.490038
Pulled Apart By Horses,ARJSR5T11C8A415FC5,0.534603
Peter Beense,AR0FDJ21187FB56687,0.483656
Konstantin Wecker,ARQ24CC1187B9969F9,0.554385
Robert Farnon & His Orchestra,ARVXVWO1187FB39C05,0.407722
Sarah McLachlan,ARKGMWY1187FB48338,0.701801
Logistics,ARUB1YN1187B98F38D,0.582503
Andrius Mamontovas,ARN47IM1187FB41FA5,0.518741
Kyiv Chamber Choir,AROGDFI1187FB57F9E,0.451689
Christeene,ARQDHVO12DDD188245,0.491991
Modest Mouse,AR6AY7W1187B9AC569,0.626792
Little Walter,ARWT7VX1187FB54449,0.531318
Endpoint,ARV1S5S1187B98D78B,0.425334
Michael Bubl??,ARN0YZ71187B9BA57B,0.777181
Brazilian Lounge Project,ARLGLNJ12AA0D8ABA3,0.497749
John Holt,ARJPZSG1187FB3E985,0.562021
Janek Schaefer,AR31W571187B9A78B6,0.501587
Onuma Singsiri,ARFPKGE12AF7DA8286,0.449062
James,ARJXLX11187FB41442,0.692351
Ali Riahi,ARJJRLK1242077FC1E,0.388479
Muzsik??s,ARLZ0521187B98B2E3,0.504374
Grace Decca,ARSFGPO1187B9904D2,0.48265
Razia,ARGIFTZ1242078308E,0.446693
Faizal Tahir,ARELECY122988FEFE8,0.604106
David Hall,ARWAOFJ123E29C1153,0.407754
Celia Cruz,ARGA92H1187B9B5E5D,0.573652
Oumou Sangare,ARKDRUN1187B9B8A4D,0.525333
?????????,ARV0AT91187B9B43AD,0.701586
Copilul De Aur,ARXCDIR12454A2DF42,0.499799
Ohio State University Marching Band,ARXBPGU1187B9A3D9D,0.481046
Juan Gabriel,ARGOKH21187B992800,0.728983
Death in June,ARDQP2Y1187B9A01D8,0.553592
Girl Talk,ARH39ZK1187B9ABC22,0.580684
Tall Ships,ARMXRJX122988FFF30,0.567387
Unwound,ARM1IMV1187B995003,0.528955
The Dillinger Escape Plan,ARMAC4T1187FB3FA4C,0.595901
Thione Seck,ARQ1TYO1187FB49B63,0.467139
Faun,AR652851187B9A0C69,0.587858
Saltatio Mortis,ARWE3TO1187FB411C2,0.557613
Music For Deep Sleep,ARLWTYJ12D332C27C0,0.50453
Elliott Smith,ARI7SQF1187FB48362,0.632744
Will Sparks,ARMFUUA1373E16FA28,0.700206
Fleetwood Mac,AR6BJ1V1187B9AE3B7,0.79631
In Flames,ARTQKVD1187B98DF8C,0.618285
Johnny Lima,ARTSOXK1187B9AA8B6,0.503362
H2O,AR4KBWX1187FB5A718,0.683255
Killswitch Engage,ARDQ9AP1187B9BA3F6,0.60908
PelleK,ARVYXYH12E30EB8B40,0.556136
Suspyre,ARTHQV01187B9B4D8A,0.481503
Elmore James,ART70HI1187B9A37BC,0.541486
T-Rock,ARRHMNH1187FB46512,0.573348
Otis Redding,ARAPFN61187B990019,0.671532
Juan Luis Guerra,AR7TDQ4119B86684AF,0.713184
Mozart La Para,ARDOAJY1269FB322B0,0.505167
Herman's Hermits,ARKUI581187B9A6856,0.608001
Iron Maiden,ARHTAPO1187FB5AADE,0.725503
Jeff Kollman,AR1QW201187B994EFF,0.418027
Parkway Drive,AR1MWSF1187B9A66E2,0.728921
Charli XCX,ARMWDYO11F50C49B36,0.771346
Quiero Club,ARWQD4A11C8A41670F,0.539801
Los Locos del Ritmo,AR76TLU1187B9B8F97,0.48344
Los Folkloristas,AR5J7N81187B9B9E96,0.476619
Trio Tariacuri,ARZSICA12AA0D89C81,0.407042
DJ Laz,AR1SHY11187B9A1CB1,0.492544
Breathe Owl Breathe,ARZUGW91187FB5B352,0.527704
Trentem??ller,AR9S8551187FB3EA81,0.589013
Band Of The Coldstream Guards,ARGUZZJ1264D13A4A1,0.401433
Steve Reich,ARM9UWQ1187FB416A2,0.555278
Shifted,ARSTMTH12E30EB9418,0.552176
Laxx,AROLIKM13544FB4FA2,0.549084
Boss Axis,ARWEWLG12802FDEA10,0.534597
Alex Niggemann,ARJOJIP11F50C47A54,0.527969
Richie Hawtin,AR2LV0Q1187B9AA3B1,0.572638
In Aeternam Vale,ARHERWI12AF7DB91A1,0.485031
Sarit Hadad,ARNOQEY11F50C4F7CB,0.497399
The Jam,ARJG2ID1187B9A767E,0.600413
Joe Bonamassa,ARSHZBZ1187B98A445,0.718992
Olivier Messiaen,AR342K51187B98B571,0.528383
Lee Brice,ARSOSSS11C8A415813,0.730657
Brookroyal,ARBZJFB122ECCB876F,0.474002
Harris Eisenstadt,ARBORCH11F4C840121,0.407243
Arditti Quartet,ARLIDTS11F4C83B83B,0.49214
Preacher Stone,AREIZCU12298900F05,0.487109
JP Corwyn,ARPXREW122C86749E6,0.463058
Monks Of The Abbey Of Notre Dame,ARTEGCB12420781CCF,0.4849
Diplo,ARQDK391187FB3CA23,0.840847
Mayra Andrade,ARQM9Q71187FB59E97,0.549361
Anthony Robbins,ARRX9FE1187FB3CBD9,0.542593
Marvin Gaye,ARVNNXD1187B9AE50D,0.771595
Jim Cummings,ARJF2HV1187FB3A148,0.544403
Marisa Monte,ARCEXLE1187FB3A93E,0.706517
Grupo Encanto,ARWPVEQ12298900BB1,0.498171
Risto R??pp????j??,ARYVOOH1269FCD8C75,0.481618
Bernard Parmegiani,ARKH35B1187FB574D3,0.526699
Collection Comptines,ARXPBHT1269FB35384,0.488452
Isaura,ARYYDSQ1269FCD92F0,0.492912
Zain Bhikha,ARVDEGM1187B9B05D3,0.531311
Loretta Lynn,AR88F5X1187FB3EA17,0.626515
Douglas Blue Feather,ARZ599Y1187B9B7A69,0.482946
Maggots,AR8BDK91187B9A3E63,0.490481
Yngwie Malmsteen,ARWVYIM11F4C8411E4,0.597504
Girls Guns and Glory,ARHOWJT11E8C26B232,0.494989
Jason Mraz,ARML3X41187FB35F2E,0.739066
Black Bomb A,AREZQQ31187FB4C814,0.504645
John Legend,ARHDI7O1187B9B6850,0.817996
L'Renee,ARSBQEC11EB9C8295C,0.436071
Chaotica,ARPGPI81187B98AEEA,0.488722
Damh the Bard,ARIFTFD1187B9A0C2E,0.555883
Moongarden,ARKS6SA1187B9A9891,0.508358
Tame Impala,ARGWWVA11E2835DEF5,0.766365
King Drapes,ARYLLQO1187FB57592,0.472236
Lauren Aquilina,ARRXVNF1343CFCDF0D,0.578018
Daybehavior,ARM35YS1187B99959C,0.5048
Crystal Viper,ARN9ICG1187FB4D7C7,0.515147
Charley Jenkins,ARLKMZP11EBCD77476,0.369876
All my faith lost,ARZHKMH11F4C8470D8,0.501225
Death in June,ARDQP2Y1187B9A01D8,0.553592
Nepathya,ARIEIWC131633D14F6,0.48418
mc chris,ARDLRLV1187B99ABE4,0.54659
ASP,AR0F5IT1187FB39E6F,0.67132
Foyer Des Arts,AR7PJMD1187B9A6C35,0.495499
The Upbeats,ARS66SN1187B9AEA4E,0.567053
Mefjus,ARUSGIX12802FDE884,0.526885
Enya,AREACYD1187FB566DE,0.777953
David Hicken,ARTSDSB1187B9A6CF8,0.496055
The Avett Brothers,AR0QQGK1187FB4D5CB,0.594076
Time Modem,ARXRI181187B992C7C,0.412663
The Transitions,ARY7T8Q1187B99AE5A,0.401998
Keith Sweat,ARVKB9G1187B990C70,0.590372
Allen Toussaint,ARXBG1X1187FB42A79,0.58653
Louis Armstrong,ARB1DDF1187FB4FCFB,0.687757
Hot Chip,ARWA8AH1187FB3FC84,0.648143
a-ha,ARZYT8C1187FB4D57F,0.727387
Hang Massive,ARSTOAX139FF6C78FC,0.525023
New Order,ARNHHIV1187FB4EA23,0.710665
Wham!,ARA1FK71187FB5AFAD,0.754627
Devendra Banhart,ARLNQBR1187B9B9C4D,0.615098
Bonobo,ARRB71R1187FB5751C,0.671866
Anamanaguchi,AR5P0MZ1187B9B2A14,0.591576
The Irish Descendants,ARL57CE1187FB54C6F,0.455782
Pere Ubu,ARREDK11187B9A55C5,0.532047
Guilty Connector,AR6F1M81187B99FAE4,0.421559
Deerhunter,ARVFDUT1187FB3C44E,0.651533
Feedtime,AREF3Q31187B98D959,0.520588
Sonic Youth,AR3GAWW1187B9AD462,0.605837
Hedningarna,ARN4VIK1187FB3D5C8,0.497939
DJ Broiler,ARGDASU135214ABD13,0.534268
Los Huracanes del Norte,ARG06F81187FB35EE2,0.681336
More than Conquerors,ARUMUBU1274363C558,0.485581
Barbara Acklin,ARXPLIA1187FB4D0B0,0.497947
Livets Ords s??ngare och musiker,ARFGUVE1312083EC19,0.479365
Karpe Diem,AR1WYY01187B98978E,0.727215
In the Country,AR5RH3I1187FB57D1E,0.487258
Satyricon,AR6TTAF1187B9AF525,0.572331
Susanne Sundf??r,AR60PF91187FB4DC45,0.602825
Beinkj??r,ARKK0MR1187B98C88A,0.424681
DumDum Boys,AREAEEJ1187B9AB28A,0.581739
Clem Leek,ARDMYGP1271F5768E5,0.521088
Chris Malinchak,ARPUBBU12AA0D8A04B,0.691719
Koova,ARYMXNC124207813E7,0.431069
Wild Nothing,ARCEKOE1269FCD0C00,0.676227
Parov Stelar,ARA5J2G1187B99C41E,0.70365
Disturbed,ARLNLD51187B98DEC5,0.739704
Stanton Warriors,ARK9V1J1187FB4971C,0.567136
Miss Bolivia,ARWOQOW12EC561D5F8,0.56576
Silvio Rodr??guez,ARANB8N1187B9940A3,0.602861
Songs For Children,ARMTAGW1241B9CBAE1,0.521621
Satan,ARYDTSL1187B9A07BD,0.623313
In Solitude,ARZTQLX12086C12C8C,0.538748
Straitjacket Fits,AR3XWYG1187B99094F,0.498129
The Business,ARRXADQ1187FB38F22,0.51705
Public Enemy,ARPANXO1187B9B468A,0.641231
Ola Belle Reed,ARW7HJL1187B98A9A9,0.504514
Maria Callas,ARK7ZPW1187B99C170,0.56064
Andrea Bocelli,ARV481W1187FB38CD9,0.757342
Toni Gonzaga,ARTQ567119B8668F55,0.57791
Martin Luther King Jr.,ARCIODL11F4C84406E,0.552733
Claudio Abbado,ARD9T1Q1187B9A65F0,0.533108
Andy Pickford,ARELIIJ1187B9A9FF4,0.420037
Off With Their Heads,ARSG5DC1187FB47C8E,0.531865
Miguel Cal??,AREK4G11187FB3756D,0.493235
Los Komberz,ARNUPTB12F1299B9D5,0.377086
??????,ARA4W081187B9B6E21,0.62961
Renft,AR22UIT1187B995341,0.487097
Paranoid Castle,AREGOFV11F50C4D29E,0.478957
Dwight Yoakam,AR5E44Z1187B9A1D74,0.60641
Daniel Johnston,AR6CLFP1187B9ACB94,0.565223
Andy Stott,AROEOHN1187B9B2736,0.500856
Funkadelic,AR1JLAW1187FB38508,0.55038
Burzum,ARTAWLO1187B9ACE3D,0.588466
Zeca Pagodinho,ARDCK8K1187FB5729F,0.679416
