artist_name,artist_id,title,id,artist_hotttnesss
Grup Seyran,ARKLRYA1241B9C5BB0,Sebram??n Namo,SOHZCEF1311AFEAF84,0.492439
Tkzee,AR8GIKC1187B9993EA,Children Hold On,SOELLCW1373FCB02D9,0.484717
Night Terrors of 1927,ARKZGXU13B864F23BD,It Would Be An Honor,SOZYYLJ14AB0CDCF42,0.527508
Moondog,ARI6JU71187FB3B80F,Viking 1,SOIADDY12A6D4F6FAF,0.546075
Nikos Vertis,ARMEJEY1269FCD578C,Ti Mikros Pou Einai O Kosmos,SOETZGI133A920D958,0.650141
Ricky Martin,AR2FSX31187B98E3EF,Mr. Put It Down (Lexo Trap Remix),SOIBDKV14CF91DF661,0.802618
Babas??nicos,ARZF3GM1187B9B952F,El Loco (Gast??n Mix),SOETOED130516E0F72,0.602203
Marco Barrientos,ARYKS881187B9B3643,Alabad,SOHZFVG12AF72AB7EB,0.591852
Alejandro Fern??ndez,ARUXOWB1187FB3F562,Paloma Querida,SOHXXHP12A8C142E43,0.639534
Sr Mandril,ARIGVCS11F50C4F711,Um Passo,SOHPZTN1311AFDC25D,0.421672
Daddy Yankee,ARBNXYA1187FB51C50,Intro Invasion,SOHYVRW145AFED0462,0.807913
Paquito D'Rivera,ARRXZQF1187B99F174,Viejo Smocking,SOIAORL12B8D7AC445,0.562328
Rata Blanca,ARJCSVV1187B9B8526,Rey de la revoluci??n (Jes??s en el barrio),SOERXFO12AF72A27BE,0.588524
Alejandro Sanz,ARQATCR1187FB4D3E6,Este Pobre Mortal,SOHXPGR12A67ADC265,0.786724
Pr??ta v??tra,ARU3RBC1187FB50820,Part of the Sky,SOIBOTE13B0CC5F13C,0.672464
David Tolk,ARTU5NO1187FB48D0B,Redeemer of Israel,SOEOFPF130516DD699,0.490038
Pulled Apart By Horses,ARJSR5T11C8A415FC5,Give Me A Reason,SOIAMRQ1373FF9AEA9,0.534603
Peter Beense,AR0FDJ21187FB56687,Jij Hoort Bij Mij,SOHJDPX12A8C139CF6,0.483656
Konstantin Wecker,ARQ24CC1187B9969F9,Lass mich einfach nicht mehr los,SOHXQPZ13D1FAFEB33,0.554385
Robert Farnon & His Orchestra,ARVXVWO1187FB39C05,My Foolish Heart,SOHZAEL13167711A5B,0.407722
Logistics,ARUB1YN1187B98F38D,Together,SOHYVOB1393AAD58D5,0.582503
Andrius Mamontovas,ARN47IM1187FB41FA5,Degan??ios Akys,SOIOYSR150D411222C,0.518741
Kyiv Chamber Choir,AROGDFI1187FB57F9E,Concerto No.6: III. Adagio,SOHZFIB130516DDF1F,0.451689
Christeene,ARQDHVO12DDD188245,Slowly/Easy,SOTWZWY13DBC4750A6,0.491991
Modest Mouse,AR6AY7W1187B9AC569,Pups to Dust - Commentary,SOEOXIA14C110339D9,0.626792
Little Walter,ARWT7VX1187FB54449,You're So Fine,SOHZLVH144E65D3B9B,0.531318
Endpoint,ARV1S5S1187B98D78B,Final Stand,SOINNEQ14F9A6BD241,0.425334
Brazilian Lounge Project,ARLGLNJ12AA0D8ABA3,Obsession (Soothing Music),SOIGXFT1463B8FE1E7,0.497749
John Holt,ARJPZSG1187FB3E985,Not To Be Blamed,SOHZHCV12B3A1CCC7E,0.562021
Janek Schaefer,AR31W571187B9A78B6,B3: Fields of the Missed,SOHYCNI134EE36C3FA,0.501587
Onuma Singsiri,ARFPKGE12AF7DA8286,Lam Plearn Toe Lhong Tong,SOUYAKK1452237A7BA,0.449062
James,ARJXLX11187FB41442,And Then This Boy,SOHXYGK149876393CF,0.692351
Ali Riahi,ARJJRLK1242077FC1E,Tekiout,SOIANKR12AB0180D86,0.388479
Muzsik??s,ARLZ0521187B98B2E3,I Have Just Come From Gyual,SOIAHOL1312A8A96AF,0.504374
Grace Decca,ARSFGPO1187B9904D2,Munyenge,SOPBGIS13152A72F7C,0.48265
Razia,ARGIFTZ1242078308E,Baraingo,SOHCSSF1494785C127,0.446693
Faizal Tahir,ARELECY122988FEFE8,Invitation,SOINGJR13EB735325B,0.604106
David Hall,ARWAOFJ123E29C1153,Three Little Monkeys,SOHWMLV130516DC18D,0.407754
Celia Cruz,ARGA92H1187B9B5E5D,Traigo para Ti,SOHXPGR14405B9577D,0.573652
Oumou Sangare,ARKDRUN1187B9B8A4D,Denko,SOEQLQQ1312FDFF382,0.525333
?????????,ARV0AT91187B9B43AD,The Most Important Thing in Life,SOIBTSL145181D45B1,0.701586
Copilul De Aur,ARXCDIR12454A2DF42,Dumnezeu Ne da La Fiecare in Parte,SOIKFYT148B94EC5F7,0.499799
Juan Gabriel,ARGOKH21187B992800,Te Acuerdas? Popurri: Te Dedico Esta Cancion/Costumbres/La Mas Querida/No Me Vuelvo A Enamorar/Fue Un Placer Conocerte/He Venido A Pedirte Perdon,SOHXNRH12AB0181BBF,0.728983
Death in June,ARDQP2Y1187B9A01D8,Murder Made History ((Instrumental)),SOHYVEB141A21FCBD1,0.553592
Girl Talk,ARH39ZK1187B9ABC22,Who's Hot Tonight,SOIBUOR1373BEB7944,0.580684
Tall Ships,ARMXRJX122988FFF30,Destroy a Village,SOETOMZ1315CD506B4,0.567387
Unwound,ARM1IMV1187B995003,Caterpillar,SOHYFAL12AB017F2A0,0.528955
The Dillinger Escape Plan,ARMAC4T1187FB3FA4C,Parasitic Twins,SOESFOZ13E991F7746,0.595901
Thione Seck,ARQ1TYO1187FB49B63,Sakh Yi,SOETRTQ13134387FD3,0.467139
Faun,AR652851187B9A0C69,Lyansa,SOGIYCN13773F49A18,0.587858
Saltatio Mortis,ARWE3TO1187FB411C2,Manus Manum Lavat,SOERDJC130516E3AE7,0.557613
Music For Deep Sleep,ARLWTYJ12D332C27C0,Music for Quiet Contemplation,SOHXMMU13D1C7A6E3F,0.50453
Elliott Smith,ARI7SQF1187FB48362,Whatever (Folk Song In C),SOIBPGM12A6D4F32C7,0.632744
Will Sparks,ARMFUUA1373E16FA28,Ah Yeah So What - WAYF Edit,SOETSHO14F376AB451,0.700206
Fleetwood Mac,AR6BJ1V1187B9AE3B7,You Make Loving Fun,SOIANXT150D4B3FB19,0.79631
In Flames,ARTQKVD1187B98DF8C,Watch Them Feed,SOIAJZA12AF72A830A,0.618285
Johnny Lima,ARTSOXK1187B9AA8B6,Volta,SOIBRBT1517D96BCB6,0.503362
H2O,AR4KBWX1187FB5A718,Adults Only,SOHZYIE1315CD40AB9,0.683255
Killswitch Engage,ARDQ9AP1187B9BA3F6,Numbered Days,SOESSLW13772FDAC90,0.60908
PelleK,ARVYXYH12E30EB8B40,"Tonight, Tonight, Tonight (Bleach Opening 4)",SOGIMWS14EF75953BC,0.556136
Suspyre,ARTHQV01187B9B4D8A,Apparitions,SOHYKVW13765C33309,0.481503
Elmore James,ART70HI1187B9A37BC,I Believe,SOIBQDH130516DEF39,0.541486
T-Rock,ARRHMNH1187FB46512,Rock This Nation,SOHZOPB1402B6235F4,0.573348
Otis Redding,ARAPFN61187B990019,Let Me Be Good to You ( LP Version ),SOETILO13B26557570,0.671532
Mozart La Para,ARDOAJY1269FB322B0,Celosa,SOIZJNY143B2A04188,0.505167
Herman's Hermits,ARKUI581187B9A6856,Wonderful World - Live,SOHYRZB12A58A799DD,0.608001
Iron Maiden,ARHTAPO1187FB5AADE,POWERSLAVE (LYRICS!),SOIBQDS137397FF04F,0.725503
Jeff Kollman,AR1QW201187B994EFF,Eve of Reflection,SOIOBYX14415B8759B,0.418027
Parkway Drive,AR1MWSF1187B9A66E2,The Sound Of Violence - Commentary,SOGKXEX150DB662EAA,0.728921
Charli XCX,ARMWDYO11F50C49B36,You (Ha Ha Ha) (BURNS' Violet Cloud Version),SOETCTF13E935CD240,0.771346
Quiero Club,ARWQD4A11C8A41670F,La Muerte de Ziggy,SOHVLFE1313438486E,0.539801
Los Locos del Ritmo,AR76TLU1187B9B8F97,LA MANTEQUILLA,SOTFGKA12C561C4265,0.48344
Los Folkloristas,AR5J7N81187B9B9E96,El P??jaro Carpintero,SOIBLNQ1311AFD7FCF,0.476619
Trio Tariacuri,ARZSICA12AA0D89C81,Cuatro Caminos,SOIAFSC145B05225A3,0.407042
DJ Laz,AR1SHY11187B9A1CB1,Freak Bendover,SOIBPRQ1373467025F,0.492544
Breathe Owl Breathe,ARZUGW91187FB5B352,Vision Quest - Audiotree Live Version,SOICESJ14F3D55DD46,0.527704
Trentem??ller,AR9S8551187FB3EA81,,,0.589013
Band Of The Coldstream Guards,ARGUZZJ1264D13A4A1,Polonaise Militaire,SOEPLYO14B86D389D9,0.401433
Steve Reich,ARM9UWQ1187FB416A2,Bikini:  In the Air - 1,SOEPCRX1312A8A9065,0.555278
Shifted,ARSTMTH12E30EB9418,Second Wash,SOHWCRN14B399A876E,0.552176
Laxx,AROLIKM13544FB4FA2,Warning [Original Mix],SOGIYQO13940C87DC3,0.549084
Boss Axis,ARWEWLG12802FDEA10,Pitau [Inkfish Remix],SOIWECC13E8DEE454E,0.534597
Alex Niggemann,ARJOJIP11F50C47A54,Clean The Dish (Solar & Poppcke Remix),SOHKHIP1312A8A51B4,0.527969
Richie Hawtin,AR2LV0Q1187B9AA3B1,07 - Cut 07,SOESOUV12B0B809182,0.572638
In Aeternam Vale,ARHERWI12AF7DB91A1,La Piscine,SOBJNRB13E36881BC8,0.485031
Sarit Hadad,ARNOQEY11F50C4F7CB,Lo Hashuv Li Lean,SOIAOOT14D5BEC22E7,0.497399
The Jam,ARJG2ID1187B9A767E,Carnaby Street,SOHZRSY12A679D8ABE,0.600413
Joe Bonamassa,ARSHZBZ1187B98A445,Pack It Up,SOESDJU131343A3DCB,0.718992
Lee Brice,ARSOSSS11C8A415813,Four On The Floor,SOIASMV1371EC3E3E1,0.730657
Brookroyal,ARBZJFB122ECCB876F,So Pathetic,SOTLDTX13EE63A592B,0.474002
Harris Eisenstadt,ARBORCH11F4C840121,The Evidence of Absence Is Not Necessarily the Absence of Evidence,SOETMLT12AB018CCC3,0.407243
Arditti Quartet,ARLIDTS11F4C83B83B,String Quartet No.1 (M??tamorphoses nocturnes 1953-54): Presto,SOIABJJ12A8C1336BB,0.49214
Preacher Stone,AREIZCU12298900F05,Livin' Proof,SOXMJKJ130516DD3BB,0.487109
JP Corwyn,ARPXREW122C86749E6,Too Much To Dream,SOERSVJ130516DCC8D,0.463058
Monks Of The Abbey Of Notre Dame,ARTEGCB12420781CCF,,,0.4849
Diplo,ARQDK391187FB3CA23,Keep It Gully,SOHZSMM13EA58E7A31,0.840847
Mayra Andrade,ARQM9Q71187FB59E97,Le jour se l??ve,SOESBRZ1427C3C1A28,0.549361
Anthony Robbins,ARRX9FE1187FB3CBD9,Steps 1 & 2: Conscious Change,SOIAOBV142F11AB9C1,0.542593
Marvin Gaye,ARVNNXD1187B9AE50D,I Won't Cry Anymore,SOHYUMT144DF2C13F8,0.771595
Jim Cummings,ARJF2HV1187FB3A148,Preparados,SOINKUI13D352CB0EE,0.544403
Grupo Encanto,ARWPVEQ12298900BB1,,,0.498171
Risto R??pp????j??,ARYVOOH1269FCD8C75,Pussita ja pakasta (A capella),SOCXMKQ12A8C137EEC,0.481618
Collection Comptines,ARXPBHT1269FB35384,Vive le vent,SOBFHBS1311AFDBE17,0.488452
Isaura,ARYYDSQ1269FCD92F0,Polvere,SOIKEFG1465154566E,0.492912
Zain Bhikha,ARVDEGM1187B9B05D3,Who I Am (Voice Only) [Remastered] [feat. Abdul Malik Ahmad],SOIAUFW13EC9B956FE,0.531311
Douglas Blue Feather,ARZ599Y1187B9B7A69,What The Heart Knows,SOHYCXB130516E1970,0.482946
Maggots,AR8BDK91187B9A3E63,17' Try,SOGODFM1311AFE9A30,0.490481
Yngwie Malmsteen,ARWVYIM11F4C8411E4,Into Valhalla,SOHZMZN13D108230F4,0.597504
Girls Guns and Glory,ARHOWJT11E8C26B232,Only One Thing,SOEUNOA131343A2059,0.494989
Jason Mraz,ARML3X41187FB35F2E,Geek In The Pink [Phil Tan Remix],SOHZVQU1315CD49A28,0.739066
Black Bomb A,AREZQQ31187FB4C814,No One Knows,SOIANTP1313439DEB5,0.504645
John Legend,ARHDI7O1187B9B6850,Stay with You,SOIAPZC14382770905,0.817996
L'Renee,ARSBQEC11EB9C8295C,Picture Me,SOGISPA130516DFA13,0.436071
Chaotica,ARPGPI81187B98AEEA,The One to Blame,SOEPUKT14F9A24936D,0.488722
Damh the Bard,ARIFTFD1187B9A0C2E,Selkie of Sules Skerry,SOIBOUT136A3092D2C,0.555883
Moongarden,ARKS6SA1187B9A9891,Sonya in search of the moon (Part 5),SOIZFGZ12A8C140E20,0.508358
Tame Impala,ARGWWVA11E2835DEF5,H.f.g.w (Canyons Drunken Rage),SOIARVY12AB017DBC5,0.766365
King Drapes,ARYLLQO1187FB57592,Flyin' Wheel,SOHYDMH12A58A7B27E,0.472236
Lauren Aquilina,ARRXVNF1343CFCDF0D,Broke,SOTZSXR1446C6512D7,0.578018
Daybehavior,ARM35YS1187B99959C,Happy Fairytale,SOETFBC12AC3DF9BE1,0.5048
Crystal Viper,ARN9ICG1187FB4D7C7,Night Of The Sin,SOHZYHW130516E03B9,0.515147
Charley Jenkins,ARLKMZP11EBCD77476,They Will,SOESAHZ130516DFE38,0.369876
All my faith lost,ARZHKMH11F4C8470D8,Icy Dawns,SOGVALM1444153F005,0.501225
Nepathya,ARIEIWC131633D14F6,Aaija Nidari,SOFMEXO13443423BB3,0.48418
mc chris,ARDLRLV1187B99ABE4,Geek,SOHYPEQ13EE5EABFFB,0.54659
ASP,AR0F5IT1187FB39E6F,Pavor Diurnus (Fremde Tr??ume 1),SOESWRY130516DECD0,0.67132
Foyer Des Arts,AR7PJMD1187B9A6C35,Comment And Create,SOIAQYH12A6701F8E9,0.495499
The Upbeats,ARS66SN1187B9AEA4E,More Than One (feat. Teknik),SOGXMSP13E9229FE14,0.567053
Mefjus,ARUSGIX12802FDE884,Hybrid - Original Mix,SOBDNCZ14A60FD9976,0.526885
Enya,AREACYD1187FB566DE,On My Way Home,SOHZDVN12A6701FA9F,0.777953
David Hicken,ARTSDSB1187B9A6CF8,Arethusa,SOICERK130516DCD91,0.496055
The Avett Brothers,AR0QQGK1187FB4D5CB,Sorry Man,SOGZMDZ12AAFF44ABC,0.594076
Time Modem,ARXRI181187B992C7C,Welcome To The 90's,SOCEMFZ1313439FB10,0.412663
The Transitions,ARY7T8Q1187B99AE5A,Take Me Away,SOIKDPO150D18755DA,0.401998
Keith Sweat,ARVKB9G1187B990C70,Ring Size,SOHZSLT1393B5F1BA5,0.590372
Allen Toussaint,ARXBG1X1187FB42A79,Pelican Parade,SOIBLDF15082B7BD66,0.58653
Louis Armstrong,ARB1DDF1187FB4FCFB,A Song Was Born,SOHXITW1312FDFF2A8,0.687757
Hot Chip,ARWA8AH1187FB3FC84,(Just Like We) Breakdown (DFA Remix),SOERMQR12A6D4F8B5A,0.648143
a-ha,ARZYT8C1187FB4D57F,Foot Of The Mountain - Radio Edit,SOHZOPS144BFCCA864,0.727387
Hang Massive,ARSTOAX139FF6C78FC,Outro (Live) [feat. Mattias Windemo],SOGJILO1501BEABD1D,0.525023
Wham!,ARA1FK71187FB5AFAD,A Ray Of Sunshine,SOXPWDW1376ADDC6B7,0.754627
Devendra Banhart,ARLNQBR1187B9B9C4D,Forget About Him,SOEOEPG12A58A7BEEA,0.615098
The Irish Descendants,ARL57CE1187FB54C6F,Jack O Dreams,SOHYUGW13740F62A84,0.455782
Pere Ubu,ARREDK11187B9A55C5,Last Will And Testament,SOEUFNL12A6BD55D21,0.532047
Guilty Connector,AR6F1M81187B99FAE4,"Manon Lescaut, Act II: Tu, tu, amore? Tu?",SOHONNZ13B0CA5928D,0.421559
Deerhunter,ARVFDUT1187FB3C44E,Leather Jacket II,SOHZRCO13EC791A199,0.651533
Feedtime,AREF3Q31187B98D959,george,SOICCMG13939F6463B,0.520588
Hedningarna,ARN4VIK1187FB3D5C8,S??rna Galma Brudmarsch (Old S??rna Wedding March),SOESMDL12AB0187A62,0.497939
DJ Broiler,ARGDASU135214ABD13,Spacedance (Chimeric Remix),SOQUIYV13E8958F781,0.534268
More than Conquerors,ARUMUBU1274363C558,Sex Panther,SOIMLQW131634AA8EF,0.485581
Barbara Acklin,ARXPLIA1187FB4D0B0,You've Been In Love Too Long,SOHIZBQ1311AFE921A,0.497947
Livets Ords s??ngare och musiker,ARFGUVE1312083EC19,Ett folk av hj??ltar,SOIBLNA13728D6E621,0.479365
Karpe Diem,AR1WYY01187B98978E,Indentitet som dreper,SOHIWCU12AC468B84F,0.727215
In the Country,AR5RH3I1187FB57D1E,Take Me Over,SOHELCV13134388BBF,0.487258
Satyricon,AR6TTAF1187B9AF525,Orgasmatron,SOESGWU1338A5F9FCC,0.572331
Susanne Sundf??r,AR60PF91187FB4DC45,Delirious - Andre Bratten Remix,SOJQCUE14B9789E166,0.602825
Beinkj??r,ARKK0MR1187B98C88A,Tjuefiretimarsvin,SOIADYH1315CD44118,0.424681
DumDum Boys,AREAEEJ1187B9AB28A,Hybelshake (Hybelhusmix),SOESHXX133EB4E9E29,0.581739
Clem Leek,ARDMYGP1271F5768E5,A Light To Guide You,SOIKXBF15100EE203C,0.521088
Chris Malinchak,ARPUBBU12AA0D8A04B,Brooklyn Bounce (Original Mix),SOHOJOF13DBA1F8DEE,0.691719
Koova,ARYMXNC124207813E7,Moths,SOHZURS137A4ED5A3E,0.431069
Wild Nothing,ARCEKOE1269FCD0C00,Wait,SOEOWXI1372F33C927,0.676227
Stanton Warriors,ARK9V1J1187FB4971C,Get Up,SOICBXR136AE2C854A,0.567136
Miss Bolivia,ARWOQOW12EC561D5F8,Ready,SOEOLNR130516E1FCD,0.56576
Silvio Rodr??guez,ARANB8N1187B9940A3,Misery,SOIAFPG13753BB4A4B,0.602861
Songs For Children,ARMTAGW1241B9CBAE1,Hey De Ho,SOIBLSP1311AFD5F35,0.521621
Satan,ARYDTSL1187B9A07BD,Nicht einfach ein Job,SOHZEZJ1465405DE96,0.623313
In Solitude,ARZTQLX12086C12C8C,Hidden Dangers (in the Night) (bonus track),SOOPKMN13D98CC530B,0.538748
Straitjacket Fits,AR3XWYG1187B99094F,Satellite,SOHTUCW142FD257597,0.498129
The Business,ARRXADQ1187FB38F22,Get Out While You Can,SOHZYFN1311AFDE826,0.51705
Public Enemy,ARPANXO1187B9B468A,Anti-Nigger Machine,SOIBJCV1369E069FD0,0.641231
Maria Callas,ARK7ZPW1187B99C170,Aida: Act III: Ciel Mio padre! (Aida),SOHXXMT13688B0D99B,0.56064
Andrea Bocelli,ARV481W1187FB38CD9,Granada,SOHZKAM12AB017F1EC,0.757342
Toni Gonzaga,ARTQ567119B8668F55,Autumn Love Interlude,SOIYUAZ12B3A1525CF,0.57791
Martin Luther King Jr.,ARCIODL11F4C84406E,No More War (feat. Tata Tata Ding Ding),SOHYTGE1376A56BA34,0.552733
Claudio Abbado,ARD9T1Q1187B9A65F0,"An die Hoffnung for Voice and Orchestra, Op. 124",SOHZCVA1452865466A,0.533108
Andy Pickford,ARELIIJ1187B9A9FF4,"Angelfire, Part 2",SOIAQJM1423FD1D806,0.420037
Off With Their Heads,ARSG5DC1187FB47C8E,I Hope You All Die,SOIBOGU14A53DF37BF,0.531865
Miguel Cal??,AREK4G11187FB3756D,El Pillete,SOHZNKM12A6D4F9D14,0.493235
Los Komberz,ARNUPTB12F1299B9D5,Cumbia Bella,SOHIQHA147E9822465,0.377086
??????,ARA4W081187B9B6E21,Sympathy ???Live from ?€?TOUR 2012 M???W?€????,SOESJOR13FDDFAB8E7,0.62961
Renft,AR22UIT1187B995341,Was mir fehlt,SOGZWTF1373E268E1D,0.487097
Paranoid Castle,AREGOFV11F50C4D29E,Breathe,SOIHBYR12DA01F4705,0.478957
Dwight Yoakam,AR5E44Z1187B9A1D74,Train In Vain,SOHYWAY12A6D4FAE0E,0.60641
Daniel Johnston,AR6CLFP1187B9ACB94,I Had A Dream,SOESRRK131F71D6A31,0.565223
Andy Stott,AROEOHN1187B9B2736,Night Jewel,SOZYXGP131677114F4,0.500856
Funkadelic,AR1JLAW1187FB38508,Whole Lot of BS (1972 Version),SOESSPK1311AFEB0D2,0.55038
Zeca Pagodinho,ARDCK8K1187FB5729F,Dispensa Vazia,SOHZSRB150D2CEB18C,0.679416
Ali Zafar,ARV326Q1187B990B47,Jhoom,SOESMNF1315CD50A7D,0.625413
Ebi,ARV97TJ1187FB509D8,Peer,SOHXYMZ12A8C142ED9,0.588241
Parviz Meshkatian,ARUUWTI11F4C8471BC,Reng-e-Osul,SOIACGY1311AFD6B68,0.487383
Jebediah,AROG3OY1187B9AC9BE,Harpoon (Commentary),SOHZAIQ14D9809B62A,0.51888
Los Mojarras,AROFOED119B3402F06,Catalepsia,SOERFJC1372F975664,0.496729
Big Joe Turner,ARMBMEF1187FB42A00,Stormy Monday Blues,SOHYTWC130516DF2AF,0.548209
The Fray,AR4EQ231187B99368F,Vienna (Live in Nashville),SOHYFXR12AC90711E6,0.653491
Brian Boru Irish Pipe Band,ARNCPRV1257509E0A6,"Minstrel Boy, Scotland the Brave, Johnny Scobie",SOHZDQA1376FC5C9D9,0.433656
Walt Whitman,ARJUHI8119B8669B74,Book 8: Song of the Open Road (excerpts),SOHZAJU13FE25FCE5C,0.50142
Pokahontaz,AR2OQSP1187B9959A9,Serum feat. WUZET,SOBWFBI1488DB666B2,0.589372
Kamp!,ARWPXRT122BCFC8F50,Oaxaca,SOICDQF14FFBC70332,0.54212
Tomasz Sta??ko Quintet,ARPVHKF11C8A4211B6,Czatownik / The Ambusher,SOHKOVI132C060259E,0.473775
Happysad,ARFXBZX1187FB478D4,My Si?? Nie Chcemy Bi??,SOEPVUP1514A47B0A2,0.611251
Farben Lehre,AR9E0681187B99DC4C,Oto emigranci,SOIAJVB14039833682,0.572866
Vavamuffin,ARJEL1O1187FB36E46,Horn's Heart (Tom Horn Rmx),SOIBUJT13CF533E9CC,0.531991
Frankie Yankovic,AR1IUFD119B866994E,My Favorite Polka,SOHZBCQ12AB01824AD,0.473732
Three Houses Down,AR5W7271187FB4F7FA,3HD Anthem,SOGKBAD1485B8B6D06,0.498216
I Muvrini,ARBXXRW1187B9BA4D2,Eo e tu,SOHZFNN12A6D4F9A64,0.485872
Ellie Goulding,ARKTTJV12592CDA07F,Starry Eyed - Spotify Running Remix,SOHZQMP15170ABFE5C,0.901275
Tonight Alive,ARDKMEX129601F7EBC,Revenge & It's Thrills,SOELMYX137416CEEBE,0.577124
DJ Antoine,AR2E3LI1187FB38797,Keep On Dancing (With the Stars),SOHZHPM145694BDCA3,0.761386
Fall Out Boy,ARSG7NQ1187FB57482,20 Dollar Nose Bleed,SOHYYRB1315CD444EE,0.79758
Drake,ARODZUF11F4C841E1F,The Motto,SOIBLIQ13C6B0A267F,0.892731
Maroon 5,ARF5M7Q1187FB501E8,Secret (Premier 5 Remix),SOEPRNH1450A0BB093,0.849666
Bass Drum Of Death,ARNVNST126FE0252E2,(You'll Never Be) So Wrong,SOHUDNA13EF17FE8F3,0.571065
Armando Hernandez,AR0LJR51187FB370DD,Tragedia del Llanero,SOHYLPF150D1856B85,0.489892
The Shaky Hands,ARIIFAI1187B9B101B,We Are Young,SOHXPMN15000A6F9EF,0.496891
Mickael Carreira,AR9LSTT1187B9A87B0,Sinais de Ti,SOHDCHS12AB0182209,0.513281
Jorge Palma,ARYIS5G1187FB3B432,Good Old Dixie's Back,SOHZKCL136C30B90A7,0.53012
Explosions in the Sky,ARP5KQF1187B9B4DD1,False Summit,SOIJNQX142F0ED87E9,0.609026
Shalamar,ARA8HTC1187B989150,This Is for the Lover in You,SOIAMHF13D959A4D99,0.540561
Rhyze,AROJIQK12086C12D8F,Free (Louie Vega Dub),SOICAWD148758F56C7,0.484465
At the Drive-In,ARXXCAI1187FB4D555,Hourglass,SOHWLCX12A58A7AAEA,0.576816
Baroness,ARKLA8V1187B999B68,The Birthing (Live at Roadburn),SOIAYYS1461E05C72E,0.632467
For All I Am,ARHWRIN133F5CF7D60,Out Of Line,SOHWPPK148846E9F76,0.496925
Television,ARF20OM1187B990CAD,Glory,SOHKPVU147E9786CDE,0.568066
Bryce Janey,AR5SA9P1187B99FCE8,The Revenuers,SOIAEZE142B3873BBC,0.477312
Navicon Torture Technologies,ARZ51KH1187B9A22A6,Gumrot (Decaying Face Edit),SOEQITW13EA531BB52,0.517147
HammerFall,AROXIDV1187B9B222F,Remember Yesterday,SOIATZV13129A90E66,0.701657
Manufactura,ARWO7MW1187B989E8E,Control.Domination.Response,SOIAWIP13B49F98544,0.512666
Teenage Fanclub,ARHPPJK1187B9AC897,You Rock,SOETEKB12A6D4FAF81,0.577585
Iron Lung,ARBCI0P1187B9B5D8C,Chasing Salvation/Heliopath,SOEPWLY1311AFE8D74,0.52551
The Queers,ARIEKZA1187B98FED4,I Don't Want You Hanging Around,SOIBWAQ12AF72A5CC3,0.523701
Earnest Pugh,ARQSXJW122ECCBA6F0,Song of Adoration,SOHYRVH13167717347,0.546578
Boil,ARM42JX1187B9B20A6,Blink of an Eye,SOHZACB13E327E19EB,0.515743
Trampled by Turtles,ARONNX51187B98DD47,Think It Over,SOHYWOE12AB0189C4B,0.583726
Dream Theater,ARFYKUO1187B98D941,Trial Of Tears - It's Raining / Deep In Heaven / The Wasteland,SOIBIIR12A67ADB21C,0.668145
Phaxe,ARCHZAA11F4C8462C4,Merlin (Gleb Gold Remix),SOHMFPT13E9A58F918,0.545478
Kansas,ARZC45S1187FB3F374,Lightning's Hand,SOIADJS12A8C1300AE,0.613758
Armin van Buuren,AR0W7561187FB57131,Imagine [ASOT 348] **Hour 2: Armin van Buuren - Imagine Album Release Special** - Original Mix,SOHXVAI1507BA82BB9,0.810282
Soundprank,ARBNNFU12CEB275BFD,Runninate - Original Mix,SOGZAIZ1504EE61586,0.514346
Matt Bukovski,ARVFBOT12F310EFCFD,Pieces Of The Sky,SOIGPLK14F7D4A5D75,0.538976
The Velvet Underground,ARBFQ7L1187B9ACD48,Mean Old Man,SOHYETG142F084230A,0.667245
The Koolaid Electric Company,ARRUDCE11E2835CFEC,Distraction,SOLNKCS13D0CB97DDA,0.506716
Toad,AROQFOC1187B9A0F23,Baby You,SOESYGQ12AC468E3AF,0.507456
The Doors,ARUGU0E1187B9B30F6,"The Soft Parade, (Live On PBS Television, New York, 1970)",SOHYVGC131F80434EA,0.633199
Infected Mushroom,ARY7DQ91187B98C85E,Psycho (Live Mix),SOIAEEX1373A0131FC,0.606242
Bluetech,ARLZ7YF1187B9BA38D,Crescent,SOETJEF1313439EB97,0.582746
Nekromantix,AR4CB5F1187B99D170,Howlin' at the moon,SOHWWLT12AB01819F9,0.544881
Nick Lowe,ARNJ2C31187B9B3239,Half A Boy And Half A Man,SOIAPZB13134398DD2,0.547399
Circo,ARFYQIV1187B9AB4E0,La princesa de mis sue??os,SOETVVV14FC736D823,0.491455
Miss Pooja,ARYUZ2F1187FB54D17,Menu Ho Gya Pyar,SOHYMDW1374198E713,0.659909
The Ramones,ARMKODX11F50C4BD1B,Rock And Roll High School (Live),SOHYVBD146201050BD,0.610819
The Jon Spencer Blues Explosion,AR3KUCG1187B9A0BEA,Woman Love (VPRO session),SOIAWZB1315CD43FCF,0.531492
Plain White T's,ARXGKVD1187FB54D8F,Should?€?ve Gone to Bed (Official Video),SOESABP143EB07B71A,0.695578
The Waffle Stompers,ARX1OQO11C8A421239,We Sleep When We Die,SOIRNXJ1312FDFE38F,0.439473
Mohammed Rafi,AR3UL6M1187FB53D1F,Taarif Karun Kya Uski,SOHYDXY13719816631,0.669215
Vincent Valli??res,ARZORKK11E2835CDA4,Les Cactus,SOHZSZS14986B579CE,0.613414
Barry White,ARVT7941187B9AEB48,Mellow Mood (Pt. II),SOHZVDC12AF72A4BAC,0.617634
